aluno_id,nome_aluno,questao_id,resposta_aluno
ALUNO_8_22,Estudante 22,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_22,Estudante 22,Q7,"Para calcular a produção total, somei as peças produzidas em janeiro e fevereiro: 15.670+18.905=34.575. A produção total da empresa nesses dois meses foi de 34.575 peças."
ALUNO_8_22,Estudante 22,Q8,Achei que era um problema de divisão.
ALUNO_8_22,Estudante 22,Q9,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_22,Estudante 22,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_22,Estudante 22,Q11,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_22,Estudante 22,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_22,Estudante 22,Q13,"Eu somei, mas o resultado deu 123."
ALUNO_8_22,Estudante 22,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_22,Estudante 22,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_22,Estudante 22,Q16,"Eu somei, mas o resultado deu 123."
ALUNO_8_22,Estudante 22,Q17,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_22,Estudante 22,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_22,Estudante 22,Q19,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_22,Estudante 22,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_23,Estudante 23,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_23,Estudante 23,Q2,"Eu somei, mas o resultado deu 123."
ALUNO_8_23,Estudante 23,Q3,"Eu somei, mas o resultado deu 123."
ALUNO_8_23,Estudante 23,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_23,Estudante 23,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_23,Estudante 23,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_23,Estudante 23,Q7,"Eu somei, mas o resultado deu 123."
ALUNO_8_23,Estudante 23,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_23,Estudante 23,Q9,Achei que era um problema de divisão.
ALUNO_8_23,Estudante 23,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_23,Estudante 23,Q11,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_23,Estudante 23,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_23,Estudante 23,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_23,Estudante 23,Q14,Não respondeu.
ALUNO_8_23,Estudante 23,Q15,Achei que era um problema de divisão.
ALUNO_8_23,Estudante 23,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_23,Estudante 23,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_23,Estudante 23,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_23,Estudante 23,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_23,Estudante 23,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_24,Estudante 24,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_24,Estudante 24,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_24,Estudante 24,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_24,Estudante 24,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_24,Estudante 24,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_24,Estudante 24,Q6,"Eu somei, mas o resultado deu 123."
ALUNO_8_24,Estudante 24,Q7,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_24,Estudante 24,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_24,Estudante 24,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_24,Estudante 24,Q10,"Eu somei, mas o resultado deu 123."
ALUNO_8_24,Estudante 24,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_24,Estudante 24,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_24,Estudante 24,Q13,"Eu somei, mas o resultado deu 123."
ALUNO_8_24,Estudante 24,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_24,Estudante 24,Q15,"Eu somei, mas o resultado deu 123."
ALUNO_8_24,Estudante 24,Q16,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_24,Estudante 24,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_24,Estudante 24,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_24,Estudante 24,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_24,Estudante 24,Q20,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_25,Estudante 25,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_25,Estudante 25,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_25,Estudante 25,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_25,Estudante 25,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_25,Estudante 25,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_25,Estudante 25,Q6,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_25,Estudante 25,Q7,"Eu somei, mas o resultado deu 123."
ALUNO_8_25,Estudante 25,Q8,"Eu somei, mas o resultado deu 123."
ALUNO_8_25,Estudante 25,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_25,Estudante 25,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_25,Estudante 25,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_25,Estudante 25,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_25,Estudante 25,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_25,Estudante 25,Q14,Achei que era um problema de divisão.
ALUNO_8_25,Estudante 25,Q15,"Eu somei, mas o resultado deu 123."
ALUNO_8_25,Estudante 25,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_25,Estudante 25,Q17,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_25,Estudante 25,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_25,Estudante 25,Q19,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_25,Estudante 25,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_26,Estudante 26,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_26,Estudante 26,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_26,Estudante 26,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_26,Estudante 26,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_26,Estudante 26,Q5,Não respondeu.
ALUNO_8_26,Estudante 26,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_26,Estudante 26,Q7,"Eu somei, mas o resultado deu 123."
ALUNO_8_26,Estudante 26,Q8,Achei que era um problema de divisão.
ALUNO_8_26,Estudante 26,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_26,Estudante 26,Q10,"Eu somei, mas o resultado deu 123."
ALUNO_8_26,Estudante 26,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_26,Estudante 26,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_26,Estudante 26,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_26,Estudante 26,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_26,Estudante 26,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_26,Estudante 26,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_26,Estudante 26,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_26,Estudante 26,Q18,Achei que era um problema de divisão.
ALUNO_8_26,Estudante 26,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_26,Estudante 26,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_27,Estudante 27,Q1,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_27,Estudante 27,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_27,Estudante 27,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_27,Estudante 27,Q4,Não respondeu.
ALUNO_8_27,Estudante 27,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_27,Estudante 27,Q6,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_27,Estudante 27,Q7,Achei que era um problema de divisão.
ALUNO_8_27,Estudante 27,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_27,Estudante 27,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_27,Estudante 27,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_27,Estudante 27,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_27,Estudante 27,Q12,Não respondeu.
ALUNO_8_27,Estudante 27,Q13,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_27,Estudante 27,Q14,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_27,Estudante 27,Q15,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_27,Estudante 27,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_27,Estudante 27,Q17,"Para saber o total de livros infantis, somei os livros que a biblioteca já tinha com os que foram adquiridos: 320+85=405. A biblioteca possui 405 livros infantis agora."
ALUNO_8_27,Estudante 27,Q18,Achei que era um problema de divisão.
ALUNO_8_27,Estudante 27,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_27,Estudante 27,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_28,Estudante 28,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_28,Estudante 28,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_28,Estudante 28,Q3,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_28,Estudante 28,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_28,Estudante 28,Q5,Achei que era um problema de divisão.
ALUNO_8_28,Estudante 28,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_28,Estudante 28,Q7,"Eu somei, mas o resultado deu 123."
ALUNO_8_28,Estudante 28,Q8,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_28,Estudante 28,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_28,Estudante 28,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_28,Estudante 28,Q11,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_28,Estudante 28,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_28,Estudante 28,Q13,Não respondeu.
ALUNO_8_28,Estudante 28,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_28,Estudante 28,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_28,Estudante 28,Q16,"Eu somei, mas o resultado deu 123."
ALUNO_8_28,Estudante 28,Q17,Não respondeu.
ALUNO_8_28,Estudante 28,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_28,Estudante 28,Q19,Não respondeu.
ALUNO_8_28,Estudante 28,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_29,Estudante 29,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_29,Estudante 29,Q2,Achei que era um problema de divisão.
ALUNO_8_29,Estudante 29,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_29,Estudante 29,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_29,Estudante 29,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_29,Estudante 29,Q6,"Eu somei, mas o resultado deu 123."
ALUNO_8_29,Estudante 29,Q7,Achei que era um problema de divisão.
ALUNO_8_29,Estudante 29,Q8,"Para saber o total de material reciclável recolhido, somei as quantidades de cada material: 2.100 kg+1.550 kg+890 kg=4.540 kg. Foram recolhidos 4.540 kg de material reciclável no total."
ALUNO_8_29,Estudante 29,Q9,"Para encontrar o total de celulares vendidos, somei as vendas de cada semana: 54+78+92=224. A loja vendeu 224 celulares no total nessas três semanas."
ALUNO_8_29,Estudante 29,Q10,Achei que era um problema de divisão.
ALUNO_8_29,Estudante 29,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_29,Estudante 29,Q12,"Eu somei, mas o resultado deu 123."
ALUNO_8_29,Estudante 29,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_29,Estudante 29,Q14,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_29,Estudante 29,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_29,Estudante 29,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_29,Estudante 29,Q17,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_29,Estudante 29,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_29,Estudante 29,Q19,Uma equipe de basquete marcou 28 pontos no primeiro quarto e 35 pontos no segundo quarto. Quantos pontos a equipe marcou juntos nesses dois quartos?
ALUNO_8_29,Estudante 29,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_30,Estudante 30,Q1,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_30,Estudante 30,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_30,Estudante 30,Q3,Não respondeu.
ALUNO_8_30,Estudante 30,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_30,Estudante 30,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_30,Estudante 30,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_30,Estudante 30,Q7,"Para calcular a produção total, somei as peças produzidas em janeiro e fevereiro: 15.670+18.905=34.575. A produção total da empresa nesses dois meses foi de 34.575 peças."
ALUNO_8_30,Estudante 30,Q8,"Eu somei, mas o resultado deu 123."
ALUNO_8_30,Estudante 30,Q9,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_30,Estudante 30,Q10,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_30,Estudante 30,Q11,"Eu somei, mas o resultado deu 123."
ALUNO_8_30,Estudante 30,Q12,"Eu somei, mas o resultado deu 123."
ALUNO_8_30,Estudante 30,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_30,Estudante 30,Q14,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_30,Estudante 30,Q15,"Para calcular o total de passageiros, somei os passageiros iniciais com os que subiram na parada: 35+12=47. O ônibus tem 47 passageiros agora."
ALUNO_8_30,Estudante 30,Q16,"Eu somei, mas o resultado deu 123."
ALUNO_8_30,Estudante 30,Q17,Achei que era um problema de divisão.
ALUNO_8_30,Estudante 30,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_30,Estudante 30,Q19,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_30,Estudante 30,Q20,"Em uma fazenda, há 120 galinhas e 85 patos. Quantas aves há ao todo na fazenda?"
ALUNO_8_31,Estudante 31,Q1,"Eu somei, mas o resultado deu 123."
ALUNO_8_31,Estudante 31,Q2,"Para encontrar o total arrecadado, somei as doações dos dois bairros: 875 kg+1.120 kg=1.995 kg. Foram arrecadados 1.995 kg de alimentos."
ALUNO_8_31,Estudante 31,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_31,Estudante 31,Q4,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_31,Estudante 31,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_31,Estudante 31,Q6,"Para encontrar a distância total percorrida, somei a distância de cada dia: 7.500 metros+6.800 metros=14.300 metros. O atleta percorreu 14.300 metros no total."
ALUNO_8_31,Estudante 31,Q7,Não respondeu.
ALUNO_8_31,Estudante 31,Q8,"Eu somei, mas o resultado deu 123."
ALUNO_8_31,Estudante 31,Q9,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_31,Estudante 31,Q10,"Para saber o total de crianças, somei o número de meninos e meninas: 15+13=28. Há 28 crianças ao todo nessa classe."
ALUNO_8_31,Estudante 31,Q11,"Para calcular o total de alunos que estudam na escola, somei os alunos do turno matutino e vespertino: 1.407+1.825=3.232. Estudam 3.232 alunos nessa escola."
ALUNO_8_31,Estudante 31,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_31,Estudante 31,Q13,"Para saber o total de frutas, somei a quantidade de cada tipo de fruta: 7+5+3=15. Há 15 frutas no total na fruteira."
ALUNO_8_31,Estudante 31,Q14,"Para saber com quantos peixes Ana ficou, somei os peixes que ela já tinha com os que comprou: 18+7=25. Ana ficou com 25 peixes."
ALUNO_8_31,Estudante 31,Q15,"Eu somei, mas o resultado deu 123."
ALUNO_8_31,Estudante 31,Q16,"Para saber quanto dinheiro Marta tem, somei o valor que ela já possuía com o que seu pai lhe deu: R$ 45,00+R$20,00=R$65,00. Marta tem R$ 65,00."
ALUNO_8_31,Estudante 31,Q17,"Eu somei, mas o resultado deu 123."
ALUNO_8_31,Estudante 31,Q18,"Em um estacionamento, há 15 carros brancos, 10 carros pretos e 5 carros vermelhos. Quantos carros há no total?"
ALUNO_8_31,Estudante 31,Q19,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_31,Estudante 31,Q20,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_32,Estudante 32,Q1,"Para saber o total, eu somei os livros dos dois dias: 273+319=592. A biblioteca recebeu um total de 592 livros."
ALUNO_8_32,Estudante 32,Q2,Achei que era um problema de divisão.
ALUNO_8_32,Estudante 32,Q3,"Para saber o total de pés de milho plantados, somei os pés de milho de cada safra: 5.300+6.150=11.450. Ele plantou 11.450 pés de milho no total nas duas safras."
ALUNO_8_32,Estudante 32,Q4,"Para calcular o total de filhotes nascidos, somei o número de filhotes de cada espécie: 43+15+28=86. Nasceram 86 filhotes no total no zoológico."
ALUNO_8_32,Estudante 32,Q5,"Para obter o número total de ingressos, somei os ingressos vendidos online e na bilheteria: 2.345+1.987=4.332. O número total de ingressos vendidos foi 4.332."
ALUNO_8_32,Estudante 32,Q6,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_32,Estudante 32,Q7,"Para calcular a produção total, somei as peças produzidas em janeiro e fevereiro: 15.670+18.905=34.575. A produção total da empresa nesses dois meses foi de 34.575 peças."
ALUNO_8_32,Estudante 32,Q8,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_32,Estudante 32,Q9,"Eu somei, mas o resultado deu 123."
ALUNO_8_32,Estudante 32,Q10,Achei que era um problema de divisão.
ALUNO_8_32,Estudante 32,Q11,"Não entendi a pergunta, achei que era para subtrair."
ALUNO_8_32,Estudante 32,Q12,"Para determinar a população total da Paraíba, somei o número de homens e mulheres: 1.546.042+1.654.578=3.200.620. A população da Paraíba, segundo esse censo, é de 3.200.620 habitantes."
ALUNO_8_32,Estudante 32,Q13,O cálculo que fiz foi 456 + 1000 = 1450.
ALUNO_8_32,Estudante 32,Q14,Achei que era um problema de divisão.
ALUNO_8_32,Estudante 32,Q15,Achei que era um problema de divisão.
